	0	1	2	3	4	5	6	7	8	9
A1BG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1CF	0.0668999218596911	0.0072949141535592205	0.0229665637435916	0.0120135174662463	0.0040404036017053	0.175320948428577	0.0	0.00341778359270957	0.0395258098804085	0.041770230293221
A2M	2.67110102304561	0.0	3.4950546254543595	8.34972478150589	48.0715819936662	0.0	0.0	2.304874768362	0.21975931754157	7.69276035772742
A2ML1	1.6698301028774198	2.18216309889764	1.39653679607923	1.8998179141300202	0.68226436747761	0.36337550930303497	0.330954049394419	1.13797999259116	8.30818613407784	1.2566636768149198
A4GALT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A4GNT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AAAS	4.35426361053066	2.0939925130553703	31.081351442537102	13.5587283109479	0.0	0.0	0.0	0.0	0.0	0.0
AACS	0.703629440167942	2.6759552238809503	1.79937792620449	0.0496235566615569	0.0	0.0	0.0	0.0	0.0	0.0
AADAC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AADACL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AADACL3	0.0	0.0	0.0	0.0	0.0104791951820947	1.04429627473759	0.0	0.0	0.0	0.0
AADACL4	0.0259657341060698	0.0	0.0	0.0	0.0	0.0	0.067577843881188	0.0	0.0	0.0
AADAT	0.464259561895661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AAGAB	13.812288889344401	4.39477409923401	25.505463254418203	53.461223067628005	19.895409409545103	1.57370388686098	22.741857854558802	10.1160563516331	11.244385856449	19.7541341102719
AAK1	1.4468958664042	0.387351043788921	5.453799314236799	10.2000370469975	2.8286249515874498	16.1874163145653	0.9583617496378951	0.441166838176217	2.27748187387683	5.26320883903817
AAMP	22.278163443853604	31.9042913855119	33.5546812686536	16.5049615889732	0.0	0.0	2.5621529709934303	0.229080563476172	0.0	0.0539239739504889
AANAT	0.0	0.0186790406216802	0.0	0.0	0.0	0.0	0.0137128481144139	0.0349153869466951	0.0	0.6158569976374301
AARS	1.5908744032732498	1.41129080992025	5.13603940873486	1.96790717730049	2.55469713926054	0.0500601722041945	0.0	0.00928618481846538	6.37549143736858	11.610413925127599
AARS2	0.9401203987148391	0.0645852423669177	1.60820499212989	5.3150421448965	0.009963486757779059	0.0506387798578291	0.0104248591448083	0.0675276664642638	0.0982474962064158	3.1761139292863705
AARSD1	36.0795635547391	16.627579425674	46.770129740504	21.956699745423197	75.98973121326641	2.27084830161554	0.0	0.0	0.09169397013172198	0.504254683494924
AASDH	0.4063809785221679	0.49772844612337996	1.66812490468465	5.34350121140896	0.0	0.0594239963103258	0.0	1.10287395566392	1.4824294483118101	2.79855603009
AASDHPPT	9.319035422775311	8.969359498531029	40.9021493421958	61.4627602165195	73.60107018307609	0.148243807864843	41.4267089462683	10.6810900129311	47.9619813470204	63.2012759132924
AASS	0.633288799339975	0.30548283267234994	1.748346870646	1.6018080058858002	0.0	18.299468645752498	0.0	0.0	0.0230981403867642	1.05087239195278
AATF	38.5358161514447	33.5386967876549	66.1294642362547	38.9099070255151	13.6568735988185	0.0	0.12775218654888199	0.250966346278511	0.27238602458092204	0.0514016907479764
AATK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0100634093750875	0.364439411272702
ABAT	0.327426484495767	0.0634761547486563	0.7196867676253109	5.12075592458632	4.88321419017347	7.9245552513231505	0.0	4.85162313137599	1.67986769301011	0.0
ABCA1	1.02936691020171	0.0927673467278935	0.19095952068742397	0.37927211777489295	0.0991906707216466	0.566287130271554	12.5901780958218	1.2042412978708301	337.514286584785	0.267391078028565
ABCA10	1.3597217431116102	0.0814195632438737	0.178767175993721	0.114586947130342	0.00614174352798361	0.0	0.0051737473492323395	0.0	0.00922171443194177	0.0
ABCA12	0.038089024205923	0.0665377378575972	0.0	0.0	0.0	0.0	0.0035739611194830602	0.0	0.0	0.0
ABCA13	0.28171459202200605	0.554405956432411	0.0506951504638745	0.0257314609110734	0.0555136052382701	0.8605084148004509	0.0201147560493519	0.0233720176871162	0.0121991910589745	0.6357403188507851
